6129484611666145821,<nil>,0.000017,1.974957
PerSecond 1974.940226 1
6334824724549167320,<nil>,0.001049,1.733909
894385949183117216,<nil>,0.002324,1.338889
7504504064263669287,<nil>,0.003241,1.028406
2933568871211445515,<nil>,0.004251,0.944209
2703387474910584091,<nil>,0.005265,1.520785
1874068156324778273,<nil>,0.006099,1.261065
6941261091797652072,<nil>,0.008262,3.466525
PerSecond 1609.042473 7
1460320609597786623,<nil>,0.010262,0.303124
732830328053361739,<nil>,0.011170,3.466093
PerSecond 1873.892328 2
6382800227808658932,<nil>,0.012094,2.053812
4990765271833742716,<nil>,0.013306,0.538898
2601737961087659062,<nil>,0.015141,0.383820
898860202204764712,<nil>,0.017273,3.466142
2050257992909156333,<nil>,0.018230,0.539086
2873287401706343734,<nil>,0.019258,1.974282
7388428680384065704,<nil>,0.020156,1.974614
4548432111829895923,<nil>,0.023249,1.338790
3209308858241334655,<nil>,0.024252,1.028442
5199948958991797301,<nil>,0.025055,1.338710
6971241403795498694,<nil>,0.026303,0.865846
9093919513921919021,<nil>,0.027093,1.028244
6175742077372812453,<nil>,0.029072,2.053296
2184302455902443631,<nil>,0.030307,1.028342
2202916659517317514,<nil>,0.031221,1.734144
2594813965004488500,<nil>,0.032254,0.383913
5765484004404056823,<nil>,0.033211,0.538727
6789034556239763083,<nil>,0.035118,0.384011
5570714739468966812,<nil>,0.036281,1.733829
17560327423731422,<nil>,0.037089,0.538784
8098229102784230399,<nil>,0.039140,0.944053
242253255677188752,<nil>,0.040276,2.053412
5919415281453547599,<nil>,0.041223,3.466596
5465989353755595706,<nil>,0.042232,1.261112
279676139769146943,<nil>,0.043088,1.520921
1392397551035393808,<nil>,0.045074,0.943923
5428658603350578075,<nil>,0.049242,3.466214
4534277910591376951,<nil>,0.050104,1.975090
990415953277272574,<nil>,0.051238,0.944339
1202855422018031412,<nil>,0.052244,1.338675
6032467244848876436,<nil>,0.053168,1.974514
919843791599379793,<nil>,0.054267,2.837765
2907281439932170679,<nil>,0.055226,2.838029
4729576928770978365,<nil>,0.057231,0.538671
4837656415569279244,<nil>,0.058229,2.053364
5872006441185134428,<nil>,0.059235,0.865625
904175229436884807,<nil>,0.060249,2.053682
3206797748749373218,<nil>,0.061232,0.865678
1996593920843342897,<nil>,0.062084,1.974830
4671610853862129650,<nil>,0.063393,2.837880
7636288850561476182,<nil>,0.064081,1.734095
9215619702456294450,<nil>,0.065288,1.974696
7201185391176950035,<nil>,0.066101,1.261009
8717882922351946713,<nil>,0.069259,0.384066
2876636394410322752,<nil>,0.070252,0.865553
760740741943613320,<nil>,0.071235,0.944282
8303572618752967116,<nil>,0.072246,0.538990
5949433439528292143,<nil>,0.074244,3.466727
329778415349582010,<nil>,0.076246,1.260965
4732396956110291576,<nil>,0.077237,0.383955
8115136352186866059,<nil>,0.078175,1.520832
7675671191860293954,<nil>,0.079250,1.520722
6933583034365165052,<nil>,0.081255,1.261259
7699724105011177687,<nil>,0.084240,0.865751
8919870905208897323,<nil>,0.086112,1.338600
7432855125997443447,<nil>,0.087070,0.944109
3751484601049614879,<nil>,0.088296,1.338864
140022567823035473,<nil>,0.090254,1.733950
7892480169203193667,<nil>,0.091256,2.837837
3208433371172798727,<nil>,0.092071,0.538936
213148147061592444,<nil>,0.093297,3.465960
7701031483633715557,<nil>,0.094229,0.865799
8298730149699610199,<nil>,0.095259,1.338569
5932510032660008201,<nil>,0.096179,1.974464
2420045948342127493,<nil>,0.097141,2.053758
7582468639515319993,<nil>,0.098268,1.338760
5334348810658231531,<nil>,0.099266,1.975020
2302661013224968438,<nil>,0.303139,2.837711
6974807841130609209,<nil>,0.383827,1.420803
2038354632042919136,<nil>,0.383917,1.734190
1380604886138984489,<nil>,0.383959,2.679680
2289079163147780107,<nil>,0.384018,1.028284
6454415607959610763,<nil>,0.384069,1.733998
5736952483423015425,<nil>,0.538678,2.680061
1468393706525219941,<nil>,0.538776,1.261319
8707002453519502849,<nil>,0.538789,0.943992
3119170057034093787,<nil>,0.538925,1.104508
7724259785917765574,<nil>,0.538958,1.028182
4270785598083309515,<nil>,0.538994,0.944433
4198382953371801815,<nil>,0.539090,1.028482
3907963018395826322,<nil>,0.865561,1.338631
6295150413094106430,<nil>,0.865685,3.466404
2292771974145066632,<nil>,0.865702,1.261147
1165505497730535314,<nil>,0.865758,1.734035
9173624551887931713,<nil>,0.865804,3.620343
6708333664774306533,<nil>,0.865851,2.053588
7178585665953385255,<nil>,0.943998,4.641246
PerSecond 1425.669209 87
5823159652959410424,<nil>,0.944059,3.620649
5219198308238193528,<nil>,0.944114,3.620413
5498777567991819303,<nil>,0.944235,1.420852
7653908324687331348,<nil>,0.944287,1.496169
751471516496209043,<nil>,0.944343,2.679825
776486965601631849,<nil>,1.028206,1.893169
3875821099972261373,<nil>,1.028249,1.974357
2001442147915836917,<nil>,1.028287,2.679906
3390267755814225122,<nil>,1.028345,1.655527
6104304814763550045,<nil>,1.028409,2.053539
6157646211177462675,<nil>,1.028460,1.520960
1901631351628571046,<nil>,1.028491,1.893071
7454713175309662572,<nil>,1.104526,3.311112
4170845066679832471,<nil>,1.260971,3.620564
69437687694646870,<nil>,1.261013,1.520756
41406497841832993,<nil>,1.261069,2.679593
3018469034978866138,<nil>,1.261116,3.466929
4059157342224776055,<nil>,1.261150,2.837666
4815329713662711142,<nil>,1.261263,2.680009
1511327361354317201,<nil>,1.261329,2.288118
2539696960201429253,<nil>,1.338575,3.149836
952669953280599733,<nil>,1.338604,4.642422
4357389817891565749,<nil>,1.338635,3.466886
6343871253887740107,<nil>,1.338680,2.679757
889032155449973530,<nil>,1.338713,1.893240
4824814422205447232,<nil>,1.338764,4.641466
1662713748597895257,<nil>,1.338793,1.655985
2427113140670896624,<nil>,1.338868,3.466634
1742799904657193130,<nil>,1.338893,2.053207
5795936948053730149,<nil>,1.420811,3.149977
3198658516710343231,<nil>,1.496202,3.466801
8144577958994060898,<nil>,1.520746,1.893316
1658785880069558655,<nil>,1.520762,3.310745
7226258822720332319,<nil>,1.520835,3.310973
6744481196927712577,<nil>,1.520934,3.466556
5648732020738209033,<nil>,1.520964,4.642115
4612350141163240852,<nil>,1.655535,4.642290
4039909671596872526,<nil>,1.655991,9223372036.854776
PerSecond 242720318251.761444 38
8685443574379551565,<nil>,1.733954,2.210235
7095128839799372992,<nil>,1.733982,4.642332
866282804415633029,<nil>,1.734003,4.641351
3733038549661010961,<nil>,1.734040,9223372036.854776
PerSecond 2305843010353.179199 4
2934588988406802098,<nil>,1.734102,9223372036.854776
PerSecond 9223372035120.673828 1
1531343573592924769,<nil>,1.734150,4.166314
5991972744052607848,<nil>,1.734194,2.288073
8858389333966407344,<nil>,1.893078,4.641286
5676097357616284031,<nil>,1.893176,4.640575
607159736032795026,<nil>,1.893246,2.287965
1136060433075388333,<nil>,1.893346,2.679865
5031578313293207366,<nil>,1.974290,4.166839
5792023559445812070,<nil>,1.974363,3.311232
4356206919120802411,<nil>,1.974471,3.311097
3748279010928888609,<nil>,1.974524,3.466288
7275694641237708807,<nil>,1.974836,2.837996
2854537462043295677,<nil>,1.974963,2.287884
1643107026635967561,<nil>,1.975025,2.679637
2691316960514504584,<nil>,1.975101,3.149897
1993767464636184858,<nil>,2.053214,4.642476
4623376893212409319,<nil>,2.053301,4.166144
1643813875092313454,<nil>,2.053544,3.466015
6045154541634034788,<nil>,2.053687,3.620510
8599028105427697917,<nil>,2.053764,3.466350
6566390406870730289,<nil>,2.053817,4.641505
5648861737609083209,<nil>,2.210248,4.166240
7937566432067816132,<nil>,2.287892,4.166751
7378213487126013125,<nil>,2.287971,5.952532
1961078748866669609,<nil>,2.288078,2.757998
8707652770644473705,<nil>,2.288131,4.270619
4294070857878064670,<nil>,2.679762,4.641219
8282145148253112900,<nil>,2.679831,4.166495
9016747369828896466,<nil>,2.679911,3.310807
1663801210886052001,<nil>,2.680015,4.270510
1867355418239514355,<nil>,2.758010,4.248386
1713347165320581354,<nil>,2.837716,4.642543
7335309365701961860,<nil>,2.837771,4.642159
8780278128209122769,<nil>,2.837864,4.248286
4323677689190609250,<nil>,2.837888,4.639655
4994838077000889508,<nil>,2.838006,3.778399
3222092199456075933,<nil>,2.838038,4.270647
5924273427451673630,<nil>,3.149847,4.641968
7691483605520104240,<nil>,3.149905,3.699140
183313773233160023,<nil>,3.149990,3.543452
6053056372685463379,<nil>,3.310752,4.013421
916165650892696148,<nil>,3.310812,5.184821
8074640487395059988,<nil>,3.310980,5.417431
7017368025567137622,<nil>,3.311104,3.699014
3704621198674458903,<nil>,3.311175,3.699071
619149790562157335,<nil>,3.311238,8.321397
PerSecond 1554.841760 45
2604362486441655805,<nil>,3.465967,4.013366
8541600586783944355,<nil>,3.466020,6.582519
5631054652833928145,<nil>,3.466118,8.321004
8300156826005676704,<nil>,3.466146,4.166602
6648738534997005833,<nil>,3.466246,4.167075
2311993416292370253,<nil>,3.466292,4.641940
2458479177492742947,<nil>,3.466354,4.013305
1183687854078471674,<nil>,3.466409,8.321050
5219776352469082857,<nil>,3.466548,4.270549
1486945396868222946,<nil>,3.466602,4.013266
6697371771478730027,<nil>,3.466638,4.481030
6837272077571506036,<nil>,3.466732,4.641837
2615546770694579887,<nil>,3.466808,4.093168
2847257467566504885,<nil>,3.466891,4.093070
3413697630947925421,<nil>,3.466933,4.166432
6921102001285209759,<nil>,3.543460,4.248463
1439228946174806623,<nil>,3.620350,8.321541
8741248032194605601,<nil>,3.620418,6.187963
5508906111153315027,<nil>,3.620552,3.935965
4973045475441444873,<nil>,3.620582,4.480985
5977161299719085799,<nil>,3.620653,4.270586
674595638927158918,<nil>,3.699021,4.248333
8198325534463923292,<nil>,3.699077,4.093112
5819697006064706810,<nil>,3.699173,4.641802
5945728535650538127,<nil>,3.778412,4.166548
2229920310511211495,<nil>,3.935974,4.481084
5506410452963876511,<nil>,4.013274,4.481121
7976782128534925663,<nil>,4.013311,5.417496
8427918881758812850,<nil>,4.013371,4.714698
6926300154212229247,<nil>,4.013433,4.270479
2566986775330172491,<nil>,4.093075,5.417554
8268403247082337415,<nil>,4.093115,8.639548
1136940166995314464,<nil>,4.093171,8.639984
6976025053470300335,<nil>,4.166245,8.639371
1481709875757522811,<nil>,4.166319,4.873593
2141656950430570065,<nil>,4.166436,4.714853
6496912870202614099,<nil>,4.166500,6.421913
4199872877614330291,<nil>,4.166584,4.561129
8349999835807624335,<nil>,4.166759,5.184581
7948460627130319873,<nil>,4.166844,4.641439
6336037995135468235,<nil>,4.167081,4.641413
51498487280955413,<nil>,4.248294,8.321794
8090917255017446560,<nil>,4.248341,4.714732
5175305945877387306,<nil>,4.248392,6.421835
1273942673392086833,<nil>,4.248469,4.561227
9048276669569333820,<nil>,4.270485,5.184648
4430431962070682835,<nil>,4.270514,8.321181
2209490672658195643,<nil>,4.270554,6.263954
240166716630029087,<nil>,4.270590,6.188098
2251799714831884799,<nil>,4.270628,5.336229
8785944645685511445,<nil>,4.270671,5.952419
2252134899455969333,<nil>,4.480992,8.639122
5011260784443855780,<nil>,4.481089,5.335824
194751627938641397,<nil>,4.481124,9223372036.854776
PerSecond 170803187300.695648 54
7355486947346167283,<nil>,4.561136,6.422253
1128168162503766634,<nil>,4.639662,6.263802
8547705542184511496,<nil>,4.640582,5.336125
1581201045240495813,<nil>,4.641224,5.417681
2010788707141772072,<nil>,4.641289,6.582680
5908155317755766276,<nil>,4.641354,5.184711
7253544128411058362,<nil>,4.641461,5.336002
6474039878440823823,<nil>,4.641509,5.952237
1557744442867799468,<nil>,4.641806,6.188050
5987744946079885028,<nil>,4.641809,6.582437
9139284919233777979,<nil>,4.641840,5.952157
8236953619637574018,<nil>,4.641946,5.336071
606281927392511840,<nil>,4.641999,5.417592
1100747041620789931,<nil>,4.642118,6.582593
7378930844937872259,<nil>,4.642163,6.263863
4156721158850876882,<nil>,4.642294,5.184774
6758832966066346611,<nil>,4.642339,5.513783
3940008962762074858,<nil>,4.642426,8.639716
2898824105577724432,<nil>,4.642546,6.422297
2477346412368114538,<nil>,4.714707,9223372036.854776
PerSecond 461168602930.369507 20
6511679359708573028,<nil>,4.714738,5.417368
4922527176624939195,<nil>,4.714860,8.321613
2640252157389437150,<nil>,4.873607,5.719646
7349634550210324329,<nil>,5.184588,5.513724
5573447009166236343,<nil>,5.184652,6.422212
3804040448214695148,<nil>,5.184717,5.641980
5518255774630127388,<nil>,5.184779,6.422029
7610477416312221782,<nil>,5.184826,8.321736
8596793728951982194,<nil>,5.335835,5.641860
20762819098197740,<nil>,5.336042,6.582797
6167420298631553967,<nil>,5.336076,6.421736
2505421940821611339,<nil>,5.336130,5.641926
242290286881436210,<nil>,5.336247,6.421873
8480145447963692861,<nil>,5.417376,5.875803
8177627148305791836,<nil>,5.417437,5.875878
2890854358921382786,<nil>,5.417501,6.686137
630539883285383665,<nil>,5.417560,5.952276
5027364305250568618,<nil>,5.417597,5.719536
5609048901905993895,<nil>,5.417687,6.686179
5660362920598436033,<nil>,5.513729,9.895020
3817942827686537529,<nil>,5.513791,6.188159
7588743594067715079,<nil>,5.641867,6.263699
5202458289597147449,<nil>,5.641930,6.422105
1506438233109712238,<nil>,5.641986,6.686157
6470219706658571384,<nil>,5.719552,6.347716
8922544149201046676,<nil>,5.719690,6.421981
3547462986563498909,<nil>,5.875809,6.582610
7821675685041668065,<nil>,5.875893,6.347658
5220625613504645495,<nil>,5.952166,6.263749
6392008665975699025,<nil>,5.952244,8.320949
7597988594347296998,<nil>,5.952283,6.347576
6300388810014566066,<nil>,5.952469,8.321933
3669156310917834036,<nil>,5.952541,7.298564
7235260565301445160,<nil>,6.187975,7.927966
8139423820544056594,<nil>,6.188059,6.582733
8112139584221146278,<nil>,6.188106,6.900948
3514352800675877427,<nil>,6.188170,7.928160
3274768435377197904,<nil>,6.263709,9223372036.854776
PerSecond 242720317680.382782 38
7467037822097790697,<nil>,6.263758,8.481116
6274206305014856481,<nil>,6.263810,7.219721
5468568668644106462,<nil>,6.263874,6.900758
1736677990482250693,<nil>,6.263960,7.219865
1439613178598317885,<nil>,6.347589,8.639412
3988704659030331921,<nil>,6.347690,8.481153
8638738802068195592,<nil>,6.347724,9.895316
2321201417772035573,<nil>,6.421743,8.639293
7456300991346044423,<nil>,6.421842,12.087378
PerSecond 2291.335997 9
697862186718976661,<nil>,6.421877,6.900612
6124218420084832182,<nil>,6.421918,6.686101
2225999655089051715,<nil>,6.421989,12.087077
